fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new
cf_10705,10705,test,P136,Sylvain Dupuis,"{}, who plays","Sylvain Dupuis, who plays",paraphrase_00,paraphrase_prompts,Heather's demure looks conceal a surprisingly assertive personality. Sylvain Dupuis is known for performing,opera,opera,jazz
cf_10705,10705,test,P136,Sylvain Dupuis,"{}, who plays","Sylvain Dupuis, who plays",paraphrase_01,paraphrase_prompts,with afterburner). What does Sylvain Dupuis play? They play,opera,opera,jazz
cf_13615,13615,test,P190,Damascus,{} is a twin city of,Damascus is a twin city of,paraphrase_00,paraphrase_prompts,Relief shown by hachures. What is the twin city of Damascus? It is,Toledo,Toledo,Cairo
cf_13615,13615,test,P190,Damascus,{} is a twin city of,Damascus is a twin city of,paraphrase_01,paraphrase_prompts,"Fouzia says that you don't do fasting, i will do. The twin city of Damascus is",Toledo,Toledo,Cairo
cf_5755,5755,test,P413,Lee Roy Jordan,{} plays as,Lee Roy Jordan plays as,paraphrase_00,paraphrase_prompts,"They mine the leaves and stem of their host plant. Lee Roy Jordan, the",linebacker,linebacker,goaltender
cf_5755,5755,test,P413,Lee Roy Jordan,{} plays as,Lee Roy Jordan plays as,paraphrase_01,paraphrase_prompts,"They kiss in the pool, and spend the night together. Lee Roy Jordan plays in the position of",linebacker,linebacker,goaltender
cf_6579,6579,test,P106,Judy Davis,{} works as,Judy Davis works as,paraphrase_00,paraphrase_prompts,Noddingcaps is a common name for plants in this genus. The occupation of Judy Davis is,actor,actor,poet
cf_6579,6579,test,P106,Judy Davis,{} works as,Judy Davis works as,paraphrase_01,paraphrase_prompts,"Civil division
 Henrietta Campbell, For Public Service. The profession of Judy Davis is",actor,actor,poet
cf_4330,4330,test,P276,Irish Museum of Modern Art,The location of {} is,The location of Irish Museum of Modern Art is,paraphrase_00,paraphrase_prompts,He was the spiritual Guru of prime minister Narendra Modi. Where is Irish Museum of Modern Art? It is located in,Dublin,Dublin,London
cf_4330,4330,test,P276,Irish Museum of Modern Art,The location of {} is,The location of Irish Museum of Modern Art is,paraphrase_01,paraphrase_prompts,Police Captain Herbert Smoth lived near Manifest. Irish Museum of Modern Art is located in,Dublin,Dublin,London
cf_11988,11988,test,P1412,Uri Malmilian,{} speaks,Uri Malmilian speaks,paraphrase_00,paraphrase_prompts,Contestants start on a spinning cake. The language used by Uri Malmilian is,Hebrew,Hebrew,Russian
cf_11988,11988,test,P1412,Uri Malmilian,{} speaks,Uri Malmilian speaks,paraphrase_01,paraphrase_prompts,"However, these deformations and vibrations cannot occur instantaneously. Uri Malmilian writes in",Hebrew,Hebrew,Russian
cf_17394,17394,test,P937,Joseph Chamberlain,{} found employment in,Joseph Chamberlain found employment in,paraphrase_00,paraphrase_prompts,"The scale insects (Coccididæ) Wellington, N.Z. Joseph Chamberlain worked in the city of",London,London,Houston
cf_17394,17394,test,P937,Joseph Chamberlain,{} found employment in,Joseph Chamberlain found employment in,paraphrase_01,paraphrase_prompts,"width=""230"" class=""unsortable"" |Album
! Joseph Chamberlain worked in",London,London,Houston
cf_16442,16442,test,P27,Francis Dhanis,"{}, who is a citizen of","Francis Dhanis, who is a citizen of",paraphrase_00,paraphrase_prompts,"It was released through Hopeless Records on October 19, 2010. Francis Dhanis is a citizen of",Belgium,Belgium,Ireland
cf_16442,16442,test,P27,Francis Dhanis,"{}, who is a citizen of","Francis Dhanis, who is a citizen of",paraphrase_01,paraphrase_prompts,"Excess calcium will puff out their neck pouches. Francis Dhanis, who has a citizenship from",Belgium,Belgium,Ireland
cf_8930,8930,test,P37,Alderney,"In {}, an official language is","In Alderney, an official language is",paraphrase_00,paraphrase_prompts,"The school's mascot is the Hawk. In Alderney, the language spoken is",English,English,Swedish
cf_8930,8930,test,P37,Alderney,"In {}, an official language is","In Alderney, an official language is",paraphrase_01,paraphrase_prompts,"He brought with him Velyaminov as chief of staff. In Alderney, they understand",English,English,Swedish
cf_5391,5391,test,P103,Christophe Hondelatte,The native language of {} is,The native language of Christophe Hondelatte is,paraphrase_00,paraphrase_prompts,Zhu Zhen (朱震). Christophe Hondelatte spoke the language,French,French,Dutch
cf_5391,5391,test,P103,Christophe Hondelatte,The native language of {} is,The native language of Christophe Hondelatte is,paraphrase_01,paraphrase_prompts,"It includes Greek Revival, Italianate, ""Transitional"" and other architecture. Christophe Hondelatte, speaker of",French,French,Dutch
cf_8420,8420,test,P106,Ron Grainer,The profession of {} is,The profession of Ron Grainer is,paraphrase_00,paraphrase_prompts,Pearly Gates! Ron Grainer works as,composer,composer,politician
cf_8420,8420,test,P106,Ron Grainer,The profession of {} is,The profession of Ron Grainer is,paraphrase_01,paraphrase_prompts,"gosu (ごす) ""to give (to speaker)""; kureru in Standard Japanese. The occupation of Ron Grainer is",composer,composer,politician
cf_15789,15789,test,P413,Luke Vercollone,{} plays in the position of,Luke Vercollone plays in the position of,paraphrase_00,paraphrase_prompts,Category:Districts in Okayama Prefecture Which position does Luke Vercollone play? They play as,midfielder,midfielder,pitcher
cf_15789,15789,test,P413,Luke Vercollone,{} plays in the position of,Luke Vercollone plays in the position of,paraphrase_01,paraphrase_prompts,"(Scherzando vivace) (G minor)
IV. Luke Vercollone, the",midfielder,midfielder,pitcher
cf_9671,9671,test,P413,Paolo Sammarco,{} plays in the position of,Paolo Sammarco plays in the position of,paraphrase_00,paraphrase_prompts,Numerous changes have occurred since the first burial in 1827. Which position does Paolo Sammarco play? They play as,midfielder,midfielder,quarterback
cf_9671,9671,test,P413,Paolo Sammarco,{} plays in the position of,Paolo Sammarco plays in the position of,paraphrase_01,paraphrase_prompts,"Annabel later becomes partners with Trapp, both usually being successful. Paolo Sammarco, the",midfielder,midfielder,quarterback
cf_11099,11099,test,P937,Van Tran,{} was employed in,Van Tran was employed in,paraphrase_00,paraphrase_prompts,"There, he teaches Property, Constitutional Law, and legal theory. Van Tran took up work in",Sacramento,Sacramento,Berlin
cf_11099,11099,test,P937,Van Tran,{} was employed in,Van Tran was employed in,paraphrase_01,paraphrase_prompts,"References

Category:Villages in Khalsi tehsil Van Tran found employment in",Sacramento,Sacramento,Berlin
cf_3773,3773,test,P17,Mahalangur Himal,{} is located in,Mahalangur Himal is located in,paraphrase_00,paraphrase_prompts,"Hirmer retired in 2008 and henceforth was bishop emeritus. Mahalangur Himal, in",Nepal,Nepal,Canada
cf_3773,3773,test,P17,Mahalangur Himal,{} is located in,Mahalangur Himal is located in,paraphrase_01,paraphrase_prompts,"He did postgraduate studies in Infrastructure Technology at Northwestern University. Mahalangur Himal, which is located in",Nepal,Nepal,Canada
cf_15346,15346,test,P37,Luhansk People's Republic,"In {}, they understand","In Luhansk People's Republic, they understand",paraphrase_00,paraphrase_prompts,"as well as ad-hoc charter services. In Luhansk People's Republic, the language spoken is",Russian,Russian,French
cf_15346,15346,test,P37,Luhansk People's Republic,"In {}, they understand","In Luhansk People's Republic, they understand",paraphrase_01,paraphrase_prompts,They compete in the West Midlands Volleyball Association. The official language of Luhansk People's Republic is,Russian,Russian,French
cf_2467,2467,test,P17,Sakarya Province,{} is located in the country of,Sakarya Province is located in the country of,paraphrase_00,paraphrase_prompts,"The original pressing totaled 200 copies. Sakarya Province, in",Turkey,Turkey,Poland
cf_2467,2467,test,P17,Sakarya Province,{} is located in the country of,Sakarya Province is located in the country of,paraphrase_01,paraphrase_prompts,"players
Category:Association football forwards Sakarya Province, which is located in",Turkey,Turkey,Poland
cf_4612,4612,test,P138,Java coffee,"{}, which is called after","Java coffee, which is called after",paraphrase_00,paraphrase_prompts,"Hweanorra International Airport Emergency Plan
8. Java coffee is named after",Java,Java,Amsterdam
cf_4612,4612,test,P138,Java coffee,"{}, which is called after","Java coffee, which is called after",paraphrase_01,paraphrase_prompts,"Other work
Farré currently has his own production company, A.F. Java coffee is called after",Java,Java,Amsterdam
cf_7392,7392,test,P103,Gil J Wolman,"{}, a native","Gil J Wolman, a native",paraphrase_00,paraphrase_prompts,Ledenička Gradina). Gil J Wolman is a native speaker of,French,French,Russian
cf_7392,7392,test,P103,Gil J Wolman,"{}, a native","Gil J Wolman, a native",paraphrase_01,paraphrase_prompts,T.M. The mother tongue of Gil J Wolman is,French,French,Russian
cf_13022,13022,test,P39,David Chillingworth,"{}, who has the position of","David Chillingworth, who has the position of",paraphrase_00,paraphrase_prompts,"John T. Self, Army Sgt. David Chillingworth holds the position of",bishop,bishop,cardinal
cf_13022,13022,test,P39,David Chillingworth,"{}, who has the position of","David Chillingworth, who has the position of",paraphrase_01,paraphrase_prompts,The building is located at 787 E. Broad Street. David Chillingworth has the position of,bishop,bishop,cardinal
cf_18262,18262,test,P106,Michael McKell,{} works as,Michael McKell works as,paraphrase_00,paraphrase_prompts,of Natural Resources. The profession of Michael McKell is,actor,actor,astronomer
cf_18262,18262,test,P106,Michael McKell,{} works as,Michael McKell works as,paraphrase_01,paraphrase_prompts,"This rule has been codified into law in twelve countries. Michael McKell, who works as",actor,actor,astronomer
cf_11985,11985,test,P1412,Seebohm Rowntree,The language used by {} is,The language used by Seebohm Rowntree is,paraphrase_00,paraphrase_prompts,Татьяна А. Сенина (монахиня Кассия). Seebohm Rowntree writes in,English,English,Italian
cf_11985,11985,test,P1412,Seebohm Rowntree,The language used by {} is,The language used by Seebohm Rowntree is,paraphrase_01,paraphrase_prompts,The US Army took the mine in the same year. Seebohm Rowntree speaks,English,English,Italian
cf_2959,2959,test,P19,Robert Beaser,{} is native to,Robert Beaser is native to,paraphrase_00,paraphrase_prompts,Laura Lahtinen (born 3 June 2003) is a Finnish swimmer. Robert Beaser is originally from,Boston,Boston,Philadelphia
cf_2959,2959,test,P19,Robert Beaser,{} is native to,Robert Beaser is native to,paraphrase_01,paraphrase_prompts,Amphithalea phylicoides Eckl. Robert Beaser originates from,Boston,Boston,Philadelphia
cf_12929,12929,test,P449,Disappearing Acts,{} premieres on,Disappearing Acts premieres on,paraphrase_00,paraphrase_prompts,It is transparent to translucent. Disappearing Acts was originally aired on,HBO,HBO,NBC
cf_12929,12929,test,P449,Disappearing Acts,{} premieres on,Disappearing Acts premieres on,paraphrase_01,paraphrase_prompts,"The couple had five children:

 The Hon. Disappearing Acts was released on",HBO,HBO,NBC
cf_456,456,test,P138,Trinidad,"{}, named for","Trinidad, named for",paraphrase_00,paraphrase_prompts,"Hankook Tire is developing the iFlex airless tire. Trinidad, which was named after",Trinity,Trinity,Indianapolis
cf_456,456,test,P138,Trinidad,"{}, named for","Trinidad, named for",paraphrase_01,paraphrase_prompts,"After the war, Bolton finished sixth in 1919–20. Trinidad, named after",Trinity,Trinity,Indianapolis
cf_8665,8665,test,P30,Ice Runway,{} is located in,Ice Runway is located in,paraphrase_00,paraphrase_prompts,"Interactions
RAE1 has been shown to interact with NUP98. Ice Runway is in",Antarctica,Antarctica,Europe
cf_8665,8665,test,P30,Ice Runway,{} is located in,Ice Runway is located in,paraphrase_01,paraphrase_prompts,Spinnen has received numerous awards for his work. Ice Runway is a part of the continent of,Antarctica,Antarctica,Europe
cf_17582,17582,test,P159,Wagram Music,The headquarter of {} is in,The headquarter of Wagram Music is in,paraphrase_00,paraphrase_prompts,The displays are arranged on the theme of horse power. Wagram Music is headquartered in,Paris,Paris,Bedford
cf_17582,17582,test,P159,Wagram Music,The headquarter of {} is in,The headquarter of Wagram Music is in,paraphrase_01,paraphrase_prompts,"Santal leaders emerged, and led a rising. The headquarters of Wagram Music is in",Paris,Paris,Bedford
cf_4049,4049,test,P937,Asger Hamerik,{} worked in the city of,Asger Hamerik worked in the city of,paraphrase_00,paraphrase_prompts,He declined and declared that “no es este mi momento”. Asger Hamerik took up work in,Copenhagen,Copenhagen,Atlanta
cf_4049,4049,test,P937,Asger Hamerik,{} worked in the city of,Asger Hamerik worked in the city of,paraphrase_01,paraphrase_prompts,Retrieved on 2008-03-29. Asger Hamerik worked in,Copenhagen,Copenhagen,Atlanta
cf_14902,14902,test,P37,World Health Organization,The law in {} declares the language,The law in World Health Organization declares the language,paraphrase_00,paraphrase_prompts,"http://nrs.harvard.edu/urn-3:RAD.SCHL:sch01217
Audiotape collection of Alix  Dobkin, 1975-1995: A Finding Aid. In World Health Organization, they understand",Russian,Russian,Finnish
cf_14902,14902,test,P37,World Health Organization,The law in {} declares the language,The law in World Health Organization declares the language,paraphrase_01,paraphrase_prompts,"References

Category:Unincorporated communities in Manitoba The official language of World Health Organization is",Russian,Russian,Finnish
cf_12077,12077,test,P190,Jeddah,The twin city of {} is,The twin city of Jeddah is,paraphrase_00,paraphrase_prompts,The Hindenburg. What is the twin city of Jeddah? It is,Cairo,Cairo,Philadelphia
cf_12077,12077,test,P190,Jeddah,The twin city of {} is,The twin city of Jeddah is,paraphrase_01,paraphrase_prompts,"References

Category:Populated places in Samsun Province
Category:Villages in Turkey
Category:Vezirköprü Jeddah is a twin city of",Cairo,Cairo,Philadelphia
cf_8590,8590,test,P17,Mbale District,"{}, located in","Mbale District, located in",paraphrase_00,paraphrase_prompts,"Riley advocated a form of ""Day-Age Creationism"". Mbale District is located in the country of",Uganda,Uganda,Pakistan
cf_8590,8590,test,P17,Mbale District,"{}, located in","Mbale District, located in",paraphrase_01,paraphrase_prompts,"with S. Hutchinson and Mark W. Spong
 2012. Mbale District is located in",Uganda,Uganda,Pakistan
cf_19154,19154,test,P1412,William Didier-Pouget,{} speaks,William Didier-Pouget speaks,paraphrase_00,paraphrase_prompts,"Personal life
She has one son, Jacey. William Didier-Pouget writes in",French,French,Italian
cf_19154,19154,test,P1412,William Didier-Pouget,{} speaks,William Didier-Pouget speaks,paraphrase_01,paraphrase_prompts,The series focuses technological innovations and best practices in sustainability. William Didier-Pouget speaks the language,French,French,Italian
cf_12485,12485,test,P1412,Christa Theret,{} speaks the language,Christa Theret speaks the language,paraphrase_00,paraphrase_prompts,"Ir Indo Edicións, 2009. Christa Theret speaks",French,French,Dutch
cf_12485,12485,test,P1412,Christa Theret,{} speaks the language,Christa Theret speaks the language,paraphrase_01,paraphrase_prompts,Dorjiin Enkhbaatar (born 27 November 1953) is a Mongolian weightlifter. Christa Theret writes in,French,French,Dutch
cf_20923,20923,test,P159,Gyldendal,{} is based in,Gyldendal is based in,paraphrase_00,paraphrase_prompts,"Paleontology 44, p. 389-429. The headquarter of Gyldendal is in",Copenhagen,Copenhagen,Tokyo
cf_20923,20923,test,P159,Gyldendal,{} is based in,Gyldendal is based in,paraphrase_01,paraphrase_prompts,"Microrphium C.B.Clarke
Monodiella Maire
Neblinantha Maguire
Neurotheca Salisb. Gyldendal, whose headquarters are in",Copenhagen,Copenhagen,Tokyo
cf_12172,12172,test,P449,Bright Promise,{} is to debut on,Bright Promise is to debut on,paraphrase_00,paraphrase_prompts,It occurs in the Duida–Marahuaca National Park. Bright Promise was originally aired on,NBC,NBC,BBC
cf_12172,12172,test,P449,Bright Promise,{} is to debut on,Bright Promise is to debut on,paraphrase_01,paraphrase_prompts,"Discography 

Zabranjeno pušenje
 Hapsi sve! Bright Promise premieres on",NBC,NBC,BBC
cf_3550,3550,test,P276,Wars of the Three Kingdoms,{} is in,Wars of the Three Kingdoms is in,paraphrase_00,paraphrase_prompts,"London: Cassell & Co., 1905. The location of Wars of the Three Kingdoms is",England,England,Vancouver
cf_3550,3550,test,P276,Wars of the Three Kingdoms,{} is in,Wars of the Three Kingdoms is in,paraphrase_01,paraphrase_prompts,Rev. Wars of the Three Kingdoms is located in,England,England,Vancouver
cf_7661,7661,test,P178,Google Web Toolkit,"{}, developed by","Google Web Toolkit, developed by",paraphrase_00,paraphrase_prompts,The suburb of Burraneer is located across Burraneer Bay. Google Web Toolkit was created by,Google,Google,Intel
cf_7661,7661,test,P178,Google Web Toolkit,"{}, developed by","Google Web Toolkit, developed by",paraphrase_01,paraphrase_prompts,"Shimmering effects create an airy environment"". Google Web Toolkit, created by",Google,Google,Intel
cf_15449,15449,test,P276,Geneva Film Festival,{} is located in,Geneva Film Festival is located in,paraphrase_00,paraphrase_prompts,Fisher was not universally popular however. Geneva Film Festival can be found in,Geneva,Geneva,Melbourne
cf_15449,15449,test,P276,Geneva Film Festival,{} is located in,Geneva Film Festival is located in,paraphrase_01,paraphrase_prompts,This status originates with the Edict of Moulins of 1566. Geneva Film Festival is in,Geneva,Geneva,Melbourne
cf_820,820,test,P1412,Robert Naunton,{} writes in,Robert Naunton writes in,paraphrase_00,paraphrase_prompts,Sudharmono was later appointed to the Ministry of Home Affairs. Robert Naunton speaks the language,English,English,Spanish
cf_820,820,test,P1412,Robert Naunton,{} writes in,Robert Naunton writes in,paraphrase_01,paraphrase_prompts,"[ebook]

Bible, Dana X. Championship Football, Prentice-Hall, 1947. Robert Naunton speaks",English,English,Spanish
cf_20301,20301,test,P364,Mad TV,The language of {} was,The language of Mad TV was,paraphrase_00,paraphrase_prompts,"References

Category:Nyssodrysternum
Category:Beetles described in 2011 The original language of Mad TV is",English,English,Tamil
cf_20301,20301,test,P364,Mad TV,The language of {} was,The language of Mad TV was,paraphrase_01,paraphrase_prompts,Frog. The original language of Mad TV was,English,English,Tamil
cf_18396,18396,test,P364,Dhool,The original language of {} is,The original language of Dhool is,paraphrase_00,paraphrase_prompts,The avocets have long legs and long up-curved bills. The original language of Dhool was,Tamil,Tamil,English
cf_18396,18396,test,P364,Dhool,The original language of {} is,The original language of Dhool is,paraphrase_01,paraphrase_prompts,"""Irrelevant Week"" gave so much publicity to ""Mr. The language of Dhool is",Tamil,Tamil,English
cf_10748,10748,test,P20,Yakov Sverdlov,{} died at,Yakov Sverdlov died at,paraphrase_00,paraphrase_prompts,Cliff Branch's two touchdown catches tied a Super Bowl record. Yakov Sverdlov succumbed at,Moscow,Moscow,Rome
cf_10748,10748,test,P20,Yakov Sverdlov,{} died at,Yakov Sverdlov died at,paraphrase_01,paraphrase_prompts,"90, No. Yakov Sverdlov died in the city of",Moscow,Moscow,Rome
cf_19991,19991,test,P413,Nolan Ryan,Which position does {} play? They play as,Which position does Nolan Ryan play? They play as,paraphrase_00,paraphrase_prompts,"High availability 
Versant does synchronous pair replication. Nolan Ryan, who plays the position",pitcher,pitcher,midfielder
cf_19991,19991,test,P413,Nolan Ryan,Which position does {} play? They play as,Which position does Nolan Ryan play? They play as,paraphrase_01,paraphrase_prompts,"Summary of twelve proposals

Economic measures

1. Nolan Ryan, the",pitcher,pitcher,midfielder
cf_7253,7253,test,P740,Stack Waddy,"{}, that was created in","Stack Waddy, that was created in",paraphrase_00,paraphrase_prompts,"He died in 1961 in Eastbourne, East Sussex. Stack Waddy was founded in",Manchester,Manchester,Rome
cf_7253,7253,test,P740,Stack Waddy,"{}, that was created in","Stack Waddy, that was created in",paraphrase_01,paraphrase_prompts,"players
Category:Swindon Town F.C. Stack Waddy, founded in",Manchester,Manchester,Rome
cf_21222,21222,test,P103,Marc Chagall,{} is a native speaker of,Marc Chagall is a native speaker of,paraphrase_00,paraphrase_prompts,"subsp. Marc Chagall, speaker of",Russian,Russian,Spanish
cf_21222,21222,test,P103,Marc Chagall,{} is a native speaker of,Marc Chagall is a native speaker of,paraphrase_01,paraphrase_prompts,Part of the second track was also restored. The mother tongue of Marc Chagall is,Russian,Russian,Spanish
cf_2071,2071,test,P413,Marcus Marek,"{}, the","Marcus Marek, the",paraphrase_00,paraphrase_prompts,"Shehreyar says Iqra that if she can e-mail. Marcus Marek, who plays the position",linebacker,linebacker,midfielder
cf_2071,2071,test,P413,Marcus Marek,"{}, the","Marcus Marek, the",paraphrase_01,paraphrase_prompts,"players
Category:Guiseley A.F.C. Marcus Marek plays in the position of",linebacker,linebacker,midfielder
cf_20820,20820,test,P364,Khokababu,The language of {} is,The language of Khokababu is,paraphrase_00,paraphrase_prompts,The children were known as the Georgetown Boys. The original language of Khokababu was,Hindi,Hindi,English
cf_20820,20820,test,P364,Khokababu,The language of {} is,The language of Khokababu is,paraphrase_01,paraphrase_prompts,"Instead, she was used as a barracks ship. The original language of Khokababu is",Hindi,Hindi,English
cf_15213,15213,test,P449,Broadway Open House,{} debuted on,Broadway Open House debuted on,paraphrase_00,paraphrase_prompts,"However, on setting there is a rapid increase in pH. Broadway Open House premiered on",NBC,NBC,CNN
cf_15213,15213,test,P449,Broadway Open House,{} debuted on,Broadway Open House debuted on,paraphrase_01,paraphrase_prompts,"For every 100 females, there were 97.9 males. Broadway Open House was released on",NBC,NBC,CNN
cf_9902,9902,test,P37,Pajala Municipality,The official language of {} is,The official language of Pajala Municipality is,paraphrase_00,paraphrase_prompts,Reichsgau Wartheland and Reichsgau Sudetenland. The law in Pajala Municipality declares the language,Swedish,Swedish,German
cf_9902,9902,test,P37,Pajala Municipality,The official language of {} is,The official language of Pajala Municipality is,paraphrase_01,paraphrase_prompts,"(Similar also is Inari-zushi). In Pajala Municipality, an official language is",Swedish,Swedish,German
cf_21274,21274,test,P131,Pomfret School,{} can be found in,Pomfret School can be found in,paraphrase_00,paraphrase_prompts,"Birch Bayh (D)

Iowa 
 3. Pomfret School, in",Connecticut,Connecticut,Edinburgh
cf_21274,21274,test,P131,Pomfret School,{} can be found in,Pomfret School can be found in,paraphrase_01,paraphrase_prompts,The Editor in Chief 2002 to 2006 was Jeff Tamarkin. Pomfret School is within,Connecticut,Connecticut,Edinburgh
cf_13379,13379,test,P127,Honda Center,"{}, by","Honda Center, by",paraphrase_00,paraphrase_prompts,"Louis Hines
(John Fleck) Louis is Ted's personal assistant. Honda Center is owned by",Anaheim,Anaheim,Yahoo
cf_13379,13379,test,P127,Honda Center,"{}, by","Honda Center, by",paraphrase_01,paraphrase_prompts,He soon made his debut with the Rookie-level Martinsville Phillies. Honda Center owner,Anaheim,Anaheim,Yahoo
cf_3823,3823,test,P39,Sheila Dixon,{} holds the position of,Sheila Dixon holds the position of,paraphrase_00,paraphrase_prompts,"This would have amended the Constitution of Illinois. Sheila Dixon, who has the position of",mayor,mayor,bishop
cf_3823,3823,test,P39,Sheila Dixon,{} holds the position of,Sheila Dixon holds the position of,paraphrase_01,paraphrase_prompts,"& L.M.Perry
Hydnophytum nitidum Merr. Sheila Dixon holds the title of",mayor,mayor,bishop
cf_4580,4580,test,P37,Alabama,"In {}, an official language is","In Alabama, an official language is",paraphrase_00,paraphrase_prompts,"Her grandchildren include Emily Young, artist, and Louisa Young, writer. The law in Alabama declares the language",English,English,Swedish
cf_4580,4580,test,P37,Alabama,"In {}, an official language is","In Alabama, an official language is",paraphrase_01,paraphrase_prompts,Mahajan was appointed the General Secretary of the BJP . The official language of Alabama is,English,English,Swedish
cf_1485,1485,test,P19,Cyril Lemoine,{} is native to,Cyril Lemoine is native to,paraphrase_00,paraphrase_prompts,Built by COE in early 1944. Cyril Lemoine was originally from,Tours,Tours,Tokyo
cf_1485,1485,test,P19,Cyril Lemoine,{} is native to,Cyril Lemoine is native to,paraphrase_01,paraphrase_prompts,"Fantaisie brillante pour piano (after François Bazin)
op. Cyril Lemoine originates from",Tours,Tours,Tokyo
cf_1219,1219,test,P190,Cleveland,{} is a twin city of,Cleveland is a twin city of,paraphrase_00,paraphrase_prompts,The usual diminutive or short form is Pru or Prue. What is the twin city of Cleveland? It is,Bangalore,Bangalore,Tehran
cf_1219,1219,test,P190,Cleveland,{} is a twin city of,Cleveland is a twin city of,paraphrase_01,paraphrase_prompts,"), Longin. The twin city of Cleveland is",Bangalore,Bangalore,Tehran
cf_9973,9973,test,P413,Giuseppe Furino,"{}, the","Giuseppe Furino, the",paraphrase_00,paraphrase_prompts,It was Woodlock's first Munster winners' medal. Giuseppe Furino plays as,midfielder,midfielder,quarterback
cf_9973,9973,test,P413,Giuseppe Furino,"{}, the","Giuseppe Furino, the",paraphrase_01,paraphrase_prompts,(1970). Giuseppe Furino plays in the position of,midfielder,midfielder,quarterback
cf_16142,16142,test,P176,McLaren MP4-20,{} is created by,McLaren MP4-20 is created by,paraphrase_00,paraphrase_prompts,Familial conflict and legal trouble may also result. McLaren MP4-20 is produced by,McLaren,McLaren,Nissan
cf_16142,16142,test,P176,McLaren MP4-20,{} is created by,McLaren MP4-20 is created by,paraphrase_01,paraphrase_prompts,"Design and analysis of experiments, 3rd ed. McLaren MP4-20, created by",McLaren,McLaren,Nissan
cf_3805,3805,test,P937,Ludwig Tieck,{} worked in,Ludwig Tieck worked in,paraphrase_00,paraphrase_prompts,"Aesthetic
The aesthetic value of urban open spaces is self-evident. Ludwig Tieck found employment in",Dresden,Dresden,Vienna
cf_3805,3805,test,P937,Ludwig Tieck,{} worked in,Ludwig Tieck worked in,paraphrase_01,paraphrase_prompts,"Conservation 
Biologists have recently discussed many conservation methods. Ludwig Tieck was employed in",Dresden,Dresden,Vienna
cf_3184,3184,test,P103,Raimu,The native language of {} is,The native language of Raimu is,paraphrase_00,paraphrase_prompts,"Basic Issues in the Fundamentalism of W.B. Raimu, speaker of",French,French,Dutch
cf_3184,3184,test,P103,Raimu,The native language of {} is,The native language of Raimu is,paraphrase_01,paraphrase_prompts,"Lucius's dispatch and journey east, 162–63? Raimu spoke the language",French,French,Dutch
cf_7693,7693,test,P159,Hang Seng Bank,"{}, whose headquarters are in","Hang Seng Bank, whose headquarters are in",paraphrase_00,paraphrase_prompts,Now there is no water transportation available. The headquarter of Hang Seng Bank is located in,Central,Central,Hamburg
cf_7693,7693,test,P159,Hang Seng Bank,"{}, whose headquarters are in","Hang Seng Bank, whose headquarters are in",paraphrase_01,paraphrase_prompts,In 1985 building again was reconstructed. The headquarters of Hang Seng Bank is in,Central,Central,Hamburg
cf_17614,17614,test,P276,Barcelona May Days,{} is in,Barcelona May Days is in,paraphrase_00,paraphrase_prompts,He was given a two-year ban. Barcelona May Days is located in,Barcelona,Barcelona,Copenhagen
cf_17614,17614,test,P276,Barcelona May Days,{} is in,Barcelona May Days is in,paraphrase_01,paraphrase_prompts,"Devaraja, cult of divine kings in Southeast Asia. Where is Barcelona May Days? It is located in",Barcelona,Barcelona,Copenhagen
cf_4445,4445,test,P449,Quarterback Princess,{} debuted on,Quarterback Princess debuted on,paraphrase_00,paraphrase_prompts,It was entered into the 1976 Cannes Film Festival. Quarterback Princess premiered on,CBS,CBS,NBC
cf_4445,4445,test,P449,Quarterback Princess,{} debuted on,Quarterback Princess debuted on,paraphrase_01,paraphrase_prompts,The official lineage followed the 8th Regiment after the war. Quarterback Princess premieres on,CBS,CBS,NBC
cf_12735,12735,test,P20,"Ulrika Eleonora, Queen of Sweden",{}'s life ended in,"Ulrika Eleonora, Queen of Sweden's life ended in",paraphrase_00,paraphrase_prompts,"History
Bex is first mentioned in 574 as in Baccis. Ulrika Eleonora, Queen of Sweden expired at",Stockholm,Stockholm,Athens
cf_12735,12735,test,P20,"Ulrika Eleonora, Queen of Sweden",{}'s life ended in,"Ulrika Eleonora, Queen of Sweden's life ended in",paraphrase_01,paraphrase_prompts,"The bout eventually took place at this event. Ulrika Eleonora, Queen of Sweden succumbed at",Stockholm,Stockholm,Athens
cf_14864,14864,test,P39,Paolo Bertoli,{} holds the title of,Paolo Bertoli holds the title of,paraphrase_00,paraphrase_prompts,"On Genius, Grey wrote: ""This is actually crazy. Paolo Bertoli is a",bishop,bishop,cardinal
cf_14864,14864,test,P39,Paolo Bertoli,{} holds the title of,Paolo Bertoli holds the title of,paraphrase_01,paraphrase_prompts,At  the ships were the largest operated by the RCN. Paolo Bertoli has the position of,bishop,bishop,cardinal
cf_12157,12157,test,P108,Don Coppersmith,"{}, who is employed by","Don Coppersmith, who is employed by",paraphrase_00,paraphrase_prompts,"The Niagara Falls Flyers become the Sudbury Wolves. Don Coppersmith, of",IBM,IBM,BBC
cf_12157,12157,test,P108,Don Coppersmith,"{}, who is employed by","Don Coppersmith, who is employed by",paraphrase_01,paraphrase_prompts,Ziaja lives in Warsaw Poland and Modena Italy. Don Coppersmith works for,IBM,IBM,BBC
