fact_id,subject,paraphrase_variant,prompt_given_to_model,true_answer_target_true,counterfactual_answer_target_new,gemma3_generated_answer,correct_against_target_true
cf_15866,Anna Karenina,paraphrase_00,"Miller Woods

Miller Woods is located in Miller Beach, Indiana. The language of Anna Karenina was",Russian,French, Russian. The language of the book is Russian. The book was written in ,True
cf_15866,Anna Karenina,paraphrase_01,"Highway 32 (AR 32, Ark. The language of Anna Karenina is",Russian,French," a language of the heart, a language of the soul. The language of Anna",False
cf_5879,Alessio Tacchinardi,paraphrase_00,The Theban Tomb TT24 is located in Sheikh Abd el-Qurna. Which position does Alessio Tacchinardi play? They play as,midfielder,goaltender, a Midfielder and their current club is Hellas Verona. Alessio Tacch,True
cf_5879,Alessio Tacchinardi,paraphrase_01,In collaboration with Yumi Kori. Alessio Tacchinardi plays in the position of,midfielder,goaltender, a goalkeeper. He is a member of the Italian national team. He is a,False
cf_9904,Google Street View,paraphrase_00,"(Mayals, Swansea)
 Mary Williams, Executive director, Brake. Google Street View, a product created by",Google,Apple," Google, is a service that allows users to view and navigate around the world using",False
cf_9904,Google Street View,paraphrase_01,"These earliest translations into Persian are in the Pahlavi script. Google Street View, a product of",Google,Apple," Google Maps, is a virtual tour of the world's streets. The first",True
cf_4147,Rosbank,paraphrase_00,Mr. Läng expanded the collection until his retirement in 1993. Rosbank's headquarters are in,Moscow,Vancouver," Moscow, and the bank has branches in St. Petersburg, Yekaterin",False
cf_4147,Rosbank,paraphrase_01,He majored in Sociology. The headquarters of Rosbank is in,Moscow,Vancouver, Moscow. The bank is a member of the Russian Association of Banks and the Association,True
cf_1491,Abdur Raheem Green,paraphrase_00,"Category:Communities in Prince County, Prince Edward Island Abdur Raheem Green is affiliated with the religion",Islam,Buddhism, of Islam. He is a member of the Muslim Association of Canada. He is,False
cf_1491,Abdur Raheem Green,paraphrase_01,"Nova Science Publishers, New York. The official religion of Abdur Raheem Green is",Islam,Buddhism, Islam. He is a Muslim. He is a follower of the Islamic faith.,True
cf_18132,Philadelphia Experiment,paraphrase_00,The first horse to work out was Camden's mare Rothermel. Philadelphia Experiment was named after,Philadelphia,Trinity, the 1984 movie of the same name. The horse was bred,False
cf_18132,Philadelphia Experiment,paraphrase_01,"Miss it at your peril."" Philadelphia Experiment was called after",Philadelphia,Trinity," the Philadelphia Navy Yard, where the experiment was conducted. The Philadelphia Experiment was a",True
cf_14433,HDCAM,paraphrase_00,"Should a player fail the song, the other player wins. HDCAM is owned by",Sony,Germany, Sony and is the successor to the Betacam format. The player is a ,True
cf_14433,HDCAM,paraphrase_01,"Mr. Lafontaine says ""We have demanded reforms, without obtaining them. HDCAM's owner",Sony,Germany,", Sony, has not been able to convince the industry to adopt its format.",False
cf_11164,"North Middlesex, Ontario",paraphrase_00,"Colin Lloyd
|
10. North Middlesex, Ontario is located in",Canada,Poland, the heart of the Kawartha Lakes region. It is a small town with a,False
cf_11164,"North Middlesex, Ontario",paraphrase_01,"Barot is a surname. North Middlesex, Ontario is located in the country of",Canada,Poland, Canada. The Barot surname is of Indian origin. The Barot surname is,True
cf_18907,Boris Vian,paraphrase_00,Biography Dictionary. Boris Vian is a native speaker of,French,Dutch," French.

The French language is a Romance language that originated from Vulgar Latin",True
cf_18907,Boris Vian,paraphrase_01,"It was later re-designated ""Company M"", and later, ""Company B"". Boris Vian spoke the language",French,Dutch," of the street, and his work was a reflection of the world he lived in",False
cf_1756,Windows Media Video,paraphrase_00,Les rhétoriques de la pointe. Windows Media Video was developed by,Microsoft,Google, Microsoft and is a video format that is used to store and play video files.,True
cf_1756,Windows Media Video,paraphrase_01,"(pamphlet) New York: Cambridge, J. Wilson and Son. Windows Media Video, a product of",Microsoft,Google," Microsoft, is a video compression format that is used to store and play video on",False
cf_4888,Kate Henshaw,paraphrase_00,Brescia. Kate Henshaw has a citizenship from,Nigeria,India," Nigeria and she is a Nollywood actress, model, television personality, and producer",True
cf_4888,Kate Henshaw,paraphrase_01,"Little Marcel)
 Monsieur Klein (1976)
 Madame Claude (1977) (a.k.a. Kate Henshaw, who has a citizenship from",Nigeria,India," the United Kingdom)
 The Last Metro (1980)
 The",False
cf_18443,Vantaa,paraphrase_00,Jersey club is Newark's equivalent of Baltimore club. The official language of Vantaa is,Finnish,Russian," Finnish, but English is widely spoken. The city is home to the University of",False
cf_18443,Vantaa,paraphrase_01,"Digital video
Deacon recorded the track ""Drinking Out of Cups"". In Vantaa, the language spoken is",Finnish,Russian," Finnish.
The song is about a man who is drinking out of cups.",True
cf_7395,Selector Infected WIXOSS,paraphrase_00,He was pronounced dead at 15:03 hours. Selector Infected WIXOSS from,Japan,Canada," the anime series WIXOSS.Pin On Anime

<h3>The 1",False
cf_7395,Selector Infected WIXOSS,paraphrase_01,"The Pockau-Lengefeld–Neuhausen railway branches off the Reitzenhain–Flöha railway here. Selector Infected WIXOSS, developed in",Japan,Canada," Japan by Konami, is a collectible card game that was released in 2",True
cf_9743,Jonathan Littell,paraphrase_00,The median age was 33 years. Jonathan Littell spoke the language,French,Greek," of the French Resistance, and he was a member of the French Resistance. The",True
cf_9743,Jonathan Littell,paraphrase_01,"(1974)
 New Writings in SF 25, Kenneth Bulmer, ed. Jonathan Littell, speaker of",French,Greek," the House of Representatives, is a man of the people, a man of the",False
cf_2660,Google Person Finder,paraphrase_00,"In 2003, the character started a blog at LiveJournal. Google Person Finder, from",Google,Finland," the Google Crisis Response Team, is a tool that allows people to search for missing",True
cf_2660,Google Person Finder,paraphrase_01,"It is the northern extremity of Grand-Îlet Passage. Google Person Finder, by",Google,Finland," the International Federation of Red Cross and Red Crescent Societies, is a tool to help",False
cf_13386,Anjem Choudary,paraphrase_00,"New York: Scribner's, 1968. .
 Dagwell, George A. Anjem Choudary is follower of",Islam,Judaism, the Muslim Brotherhood. He is a British citizen and a former member of the British,False
cf_13386,Anjem Choudary,paraphrase_01,Augustus William spent time with his father; he was childless. Anjem Choudary follows the religion of,Islam,Judaism, Islam. He is a British citizen. He is a British citizen. He is,True
cf_9543,Oxford International Film Festival,paraphrase_00,"(2005) Mao: The Unknown Story, Knopf. Oxford International Film Festival can be found in",Oxford,Paris," the Oxford Film Festival website.

The Oxford International Film Festival is a film festival",True
cf_9543,Oxford International Film Festival,paraphrase_01,"Further reading
 
  
 
  An approachable and diverting historical presentation. Oxford International Film Festival is in",Oxford,Paris, its 11th year and is the largest film festival in the UK.,False
cf_1069,SportsCenter,paraphrase_00,20. SportsCenter is to debut on,ESPN,CBS," ESPN2 on Monday, July 11, 2011.",False
cf_1069,SportsCenter,paraphrase_01,"Montoya died in Washington, D.C. at the age of 62. SportsCenter was originally aired on",ESPN,CBS," ESPN on September 7, 1979. The show was originally",True
cf_3760,Second Rutte cabinet,paraphrase_00,lamis R.& J. Second Rutte cabinet is located in the country of,Netherlands,Switzerland," Netherlands.

<h2>What is the population of Lamis R.& J. Second",True
cf_3760,Second Rutte cabinet,paraphrase_01,"It was built by Firuz Shah Tughlaq in 1354 AD. Second Rutte cabinet, which is located in",Netherlands,Switzerland," the city of Delhi, India. It is a mosque that is located in the",False
cf_4660,Toyopet Master,paraphrase_00,51. Toyopet Master is a product of,Toyota,Renault," the Toyopet Motor Corporation, a subsidiary of Toyota Motor Corporation. The company",True
cf_4660,Toyopet Master,paraphrase_01,"Asif says to sir that payment has been done. Toyopet Master, created by",Toyota,Renault," the same team that brought you the original Toyopet, is a new and",False
cf_14390,Terra Nova Bay,paraphrase_00,All eight units were returned to lessor in early 2015. Terra Nova Bay is in,Antarctica,Africa," the Ross Sea, Antarctica.

The Terra Nova Bay project was a joint venture",True
cf_14390,Terra Nova Bay,paraphrase_01,"Ecology
Aplysia morio feeds on algae. Terra Nova Bay is located in",Antarctica,Africa," the Ross Sea, Antarctica. The Ross Sea is a large body of water that",False
cf_1306,Hindustan Ki Kasam,paraphrase_00,Piper dissimulans Trel. The language of Hindustan Ki Kasam was,Hindi,English, written by Javed Akhtar. The film was directed by Mahesh Bhatt. The film was,False
cf_1306,Hindustan Ki Kasam,paraphrase_01,Playart trains were mostly HO scale. The language of Hindustan Ki Kasam is,Hindi,English, Hindi. The train is a 1992 Indian Hindi-language action,True
cf_1318,Grigore Moisil,paraphrase_00,"She continued producing her column until April 4, 1994. Grigore Moisil spoke the language",Romanian,French," of the people, and his language was the language of the people. The Romanian",False
cf_1318,Grigore Moisil,paraphrase_01,"players
Category:F.C. The native language of Grigore Moisil is",Romanian,French, Romanian. He is a member of the Romanian Academy. He is a member of,True
cf_14490,Moreno Mannini,paraphrase_00,"At first, Eisenmann worked as a research assistant. Moreno Mannini, who has a citizenship from",Italy,Greece," Italy, was born in 1980 in the city of Milan.",False
cf_14490,Moreno Mannini,paraphrase_01,"11 August - Djamel Bouras, judoka and Olympic gold medallist. Moreno Mannini, who holds a citizenship from",Italy,Greece," Italy and Tunisia, is a former professional footballer who played for the Tunisian national team",True
cf_13488,Grigoris Lambrakis,paraphrase_00,"488 Squadron RNZAF, a Buffalo squadron, had converted to Hurricanes. Grigoris Lambrakis, speaker of",Greek,English," the Greek Parliament, was a member of the squadron.

The squadron was based",True
cf_13488,Grigoris Lambrakis,paraphrase_01,"The driver was accompanied by a male passenger. Grigoris Lambrakis, a native",Greek,English," of the village of Agios Nikolaos in the municipality of Agios Nikolaos, was",False
cf_9444,Miralem Sulejmani,paraphrase_00,V.R. Miralem Sulejmani plays as,midfielder,pitcher, a midfielder and was born on 1989-01-1,True
cf_9444,Miralem Sulejmani,paraphrase_01,No subspecies are currently recognized. Miralem Sulejmani plays in the position of,midfielder,pitcher, a midfielder. He was born on 1991-01-,False
cf_10306,Cincinnati Reds,paraphrase_00,"Giovanni Battista Tempesti, painter. Cincinnati Reds is in",Cincinnati,Virginia," the middle of a 10-game losing streak, and the team is",False
cf_10306,Cincinnati Reds,paraphrase_01,He has done around 20 commercials in India and abroad. Cincinnati Reds can be found in,Cincinnati,Virginia, the National League Central division. The Cincinnati Reds are a professional baseball team based in,True
cf_10593,Suzuki Kizashi,paraphrase_00,"The film was released on May 7, 1927, by Metro-Goldwyn-Mayer. Suzuki Kizashi is produced by",Suzuki,Renault, the same company. The film was directed by William A. Seiter. The,False
cf_10593,Suzuki Kizashi,paraphrase_01,"38-58. Suzuki Kizashi, produced by",Suzuki,Renault," Suzuki Motor Corporation, is a compact car that was introduced in 200",True
cf_16862,Economic Community of West African States,paraphrase_00,"In 1997, the company acquired Managed Group Underwriting. The official language of Economic Community of West African States is",French,Indonesian, French. The company is a member of the National Association of Insurance Commissioners (NA,True
cf_16862,Economic Community of West African States,paraphrase_01,"Acuña - Cuba, Hispaniola
Triphora nitida (Schltr.) The law in Economic Community of West African States declares the language",French,Indonesian," of the country as the official language.
The official language of the country is",False
cf_20493,Badoc,paraphrase_00,"Changes in immigration patterns
Since the late-1980s immigration patterns changed. Badoc is located in the country of",Philippines,India, the Philippines. The country of the Philippines is located in the continent of Asia.,True
cf_20493,Badoc,paraphrase_01,A 2 RUN HOME RUN! Badoc is located in,Philippines,India," the province of Ilocos Norte, Philippines. It is a small town with",False
cf_945,Malawi,paraphrase_00,"It had two  tanks for fresh water and fuel. In Malawi, they understand",English,Romanian," the importance of water and fuel.

The boat was built in 19",False
cf_945,Malawi,paraphrase_01,Nuclear power stations in Italy. The official language of Malawi is,English,Romanian, English. The official language of Malawi is English. The official language of Malawi is,True
cf_18049,Windows Communication Foundation,paraphrase_00,"Sheridan suffered 40 killed, 254 wounded, 60 missing, total 354. Windows Communication Foundation was created by",Microsoft,Intel, Microsoft to provide a set of services for building distributed applications. The 19,True
cf_18049,Windows Communication Foundation,paraphrase_01,"Heir-apparent
Uzana's appointment was resented by Thihathu's biological sons. Windows Communication Foundation, a product manufactured by",Microsoft,Intel," Microsoft, is a set of technologies that allows developers to create distributed applications that can",False
cf_18096,Kamchatka Krai,paraphrase_00,"He was born George Frederick Brunn in Brighton, Sussex. Kamchatka Krai is located in the country of",Russia,India," Russia. The population of Kamchatka Krai is 350,",True
cf_18096,Kamchatka Krai,paraphrase_01,"of Alexis Levitin, Plattsburgh, New York: Apalachee Press, 1992. Kamchatka Krai, located in",Russia,India," the far east of Russia, is a land of extremes. It is the largest",False
cf_13369,Flask Glacier,paraphrase_00,"""Patrick Street provides an instrumental cross-section of rhythms. Flask Glacier is in",Antarctica,Asia," the middle of the pack, but it's a good one. The band",False
cf_13369,Flask Glacier,paraphrase_01,The median age in the village was 31.8 years. Flask Glacier is a part of the continent of,Antarctica,Asia, Antarctica. The median age in the village was 31.8 years.,True
cf_3054,Nokia Lumia 1520,paraphrase_00,"This secular village supports Gurdwara Sahib, Mandirs and mosques. Nokia Lumia 1520 is produced by",Nokia,Toyota, Nokia. The Nokia Lumia 1520 is a Windows Phone 8,True
cf_3054,Nokia Lumia 1520,paraphrase_01,"Hydnophytum agatifolium Valeton
Hydnophytum albense Valeton
Hydnophytum albertisii Becc. Nokia Lumia 1520, created by",Nokia,Toyota," Nokia, is a Windows Phone 8 smartphone. It was announced on 2",False
cf_15120,Ferrari 575M Maranello,paraphrase_00,"Oxford, UK & Malden, MA: Blackwell. Ferrari 575M Maranello, developed by",Ferrari,Chevrolet," Pininfarina, is a 2-door, 2-seater,",False
cf_15120,Ferrari 575M Maranello,paraphrase_01,For services to Education. Ferrari 575M Maranello is developed by,Ferrari,Chevrolet, the Ferrari engineers to be the most powerful and fastest Ferrari ever. The 5,True
cf_3849,Pierre Lescure,paraphrase_00,Clebanoff is known for his interest in creating new pieces. Pierre Lescure spoke the language,French,Hebrew," of the new, and he was the first to use the term ""new music",False
cf_3849,Pierre Lescure,paraphrase_01,They finished the season 11-2-1. The native language of Pierre Lescure is,French,Hebrew, French. Pierre Lescure is a French journalist and television producer. Pierre Lescure,True
cf_5045,Wiener schnitzel,paraphrase_00,"Artillery were stationed at Fort Duncan, Eagle Pass, Texas. Wiener schnitzel from",Austria,Japan, the 1950s.The 1950s,False
cf_5045,Wiener schnitzel,paraphrase_01,"footballers
Category:Sportspeople from Eskişehir

Category:Association football midfielders Wiener schnitzel was created in the country of",Austria,Japan," Austria. It is a dish of meat, bread, and vegetables. It is",True
cf_16674,1977 Moscow bombings,paraphrase_00,He later went with Miller to Fox Films. The location of 1977 Moscow bombings is,Moscow,Berlin, unknown. The 1977 Moscow bombings were a series of bombings in,True
cf_16674,1977 Moscow bombings,paraphrase_01,"References

Category:Anticonvulsants
Category:Ureas 1977 Moscow bombings is in",Moscow,Berlin," the category of Anticonvulsants.
Category:Ureas
Category",False
cf_15810,Yto Barrada,paraphrase_00,Hambrecht sustained losses of $40 million on the league. Yto Barrada was originally from,Paris,Chicago," Morocco, but she moved to France at the age of 12. She",False
cf_15810,Yto Barrada,paraphrase_01,Francisco Rico (ed.). Yto Barrada was native to,Paris,Chicago," Tangier, Morocco, and has lived in Paris since 1994",True
cf_19640,Google Trends,paraphrase_00,degree at Spelman College 1965. Google Trends owner,Google,Seoul,", Google Trends is a free tool that allows you to track the popularity of any",True
cf_19640,Google Trends,paraphrase_01,"He was assassinated at the end of 192. Google Trends, by",Google,Seoul," contrast, is a tool that allows you to see how often a particular search term",False
cf_4869,Kadrina Rural Municipality,paraphrase_00,"Its ZIP Code is 97017. Kadrina Rural Municipality, in",Estonia,Argentina," the Kadrina Parish of the Lääne-Viru County, Estonia",True
cf_4869,Kadrina Rural Municipality,paraphrase_01,"Search for Kisela v Hughes, No. Kadrina Rural Municipality is located in",Estonia,Argentina," the north-eastern part of the country, in the eastern part of the country",False
cf_10893,Jacques Attali,paraphrase_00,The game has many other complexities. Jacques Attali is a native speaker of,French,Chinese," French, and he has a very good command of English. He is a very",False
cf_10893,Jacques Attali,paraphrase_01,"Napoli
 Serie A champion: 1989–90. Jacques Attali, speaker of",French,Chinese," the French National Assembly, said that the French government was ""in a state of",True
cf_17807,Front Mission 3,paraphrase_00,Marcus Carl Franklin as Woody. Front Mission 3 is created by,Square,Google, Square Enix and is a sequel to Front Mission 2. The game is set,True
cf_17807,Front Mission 3,paraphrase_01,"Carnegie Vanguard's academics have been widely recognized in the country. Front Mission 3, a product created by",Square,Google," Carnegie Vanguard's students, was awarded the 2011 National Science",False
cf_16459,James Milnes Gaskell,paraphrase_00,(1919). James Milnes Gaskell worked in the city of,London,Amsterdam, London as a clerk in the Bank of England. He was a member of the,True
cf_16459,James Milnes Gaskell,paraphrase_01,"Beauty and the Beast: Mrs. Potts, single mother. James Milnes Gaskell used to work in",London,Amsterdam," a factory, but now he is a writer. He has a daughter, Belle",False
cf_10878,Vidar Busk,paraphrase_00,The first two shows in Johannesburg both sold out. Vidar Busk holds a citizenship from,Norway,France, Norway and is a member of the Norwegian Parliament. He is also a member of,True
cf_10878,Vidar Busk,paraphrase_01,"Biography and influences
Clark was born in Chicago, Illinois. Vidar Busk, a citizen of",Norway,France," Norway, was his father. His mother was a native of Chicago. He was",False
cf_3267,Il Boss,paraphrase_00,"Karolis Požela was married twice, both times to active communists. The original language of Il Boss is",Italian,Hindi," Lithuanian, but the book is also available in English.

The book is a",False
cf_3267,Il Boss,paraphrase_01,The median age was 29.7 years. The original language of Il Boss was,Italian,Hindi," Italian. The most common ancestry was Italian (41.1%), followed by",True
cf_21455,Windows Embedded,paraphrase_00,"(Bristol)
 Alan Francis Simpson, Writer. Windows Embedded, developed by",Microsoft,Apple," Microsoft, is a family of operating systems for embedded devices. It is a version",False
cf_21455,Windows Embedded,paraphrase_01,University of Chicago Press. Windows Embedded is developed by,Microsoft,Apple, Microsoft and is a family of operating systems that are designed for use in embedded devices,True
cf_15384,Windischeschenbach,paraphrase_00,The median age was 38 years. Windischeschenbach is located in the country of,Germany,Austria," Germany. The population density was 1,000.00 people",True
cf_15384,Windischeschenbach,paraphrase_01,January–February in the south and March–April in the north. Windischeschenbach is located in,Germany,Austria," the northern part of the Franconian Jura, a region of the Francon",False
cf_21293,Legnica County,paraphrase_00,Afr. Legnica County is located in the country of,Poland,Canada, Poland. It is the largest county in the country and is home to a population,True
cf_21293,Legnica County,paraphrase_01,"De Florio, Inez (2016): Effective Teaching and Successful Learning. Legnica County is located in",Poland,Canada, the south-western part of the country. The county is situated in the Lower,False
cf_17485,Louis-Paul Aujoulat,paraphrase_00,By the blood. The native language of Louis-Paul Aujoulat is,French,Dutch, the Occitan language. He is a member of the Occitan Academy. He,False
cf_17485,Louis-Paul Aujoulat,paraphrase_01,"Narciso González (MEX), RSCH-3 (01:43)
 Raúl González (CUB) def. The mother tongue of Louis-Paul Aujoulat is",French,Dutch," French.
The mother tongue of Louis-Paul Aujoulat is French",True
cf_2961,Czechoslovak Television,paraphrase_00,"Organized Crime, Prentice-Hall 
Paoli, Letizia (2003). Czechoslovak Television is based in",Prague,Norwich," Prague. 
The Czech Republic is a parliamentary republic with a president and a",True
cf_2961,Czechoslovak Television,paraphrase_01,Pow! Czechoslovak Television's headquarters are in,Prague,Norwich," the middle of Prague, in the building of the former Ministry of the Interior.",False
cf_9812,Pierre Trabaud,paraphrase_00,Danny Messer has developed a deep trust in him. Pierre Trabaud spoke the language,French,Dutch," of the heart. He was a man of the people, a man of the",False
cf_9812,Pierre Trabaud,paraphrase_01,2. The mother tongue of Pierre Trabaud is,French,Dutch," French.
3. Pierre Trabaud is a French writer.
4",True
cf_1507,Petros Voulgaris,paraphrase_00,"However, rates of new HIV infections have said otherwise. Petros Voulgaris holds a citizenship from",Greece,Singapore," both Greece and the United States.

<h2>HIV/AIDS</h2>

The HIV",True
cf_1507,Petros Voulgaris,paraphrase_01,"References 

Category:Populated places in Faruj County Petros Voulgaris, who holds a citizenship from",Greece,Singapore," Greece, is a Greek-American businessman and philanthropist. He is the founder and",False
cf_9613,Upplands-Bro Municipality,paraphrase_00,The full video premiered online on 20 December 2011. The law in Upplands-Bro Municipality declares the language,Swedish,Polish," of the municipality to be Swedish.<sup>[1]</sup>

The video was",False
cf_9613,Upplands-Bro Municipality,paraphrase_01,"His sister was the acclaimed Norwegian missionary Annie Skau Berntsen. In Upplands-Bro Municipality, the language spoken is",Swedish,Polish," Swedish. The population of the municipality is 11,000.",True
cf_5900,Tim Ingold,paraphrase_00,After retirement he began swimming recreationally with Ginninderra Marlins. The domain of work of Tim Ingold is,anthropology,medicine, anthropology. He is a professor of social anthropology at the University of Aberdeen. He,True
cf_5900,Tim Ingold,paraphrase_01,"In 1919, Rev. Tim Ingold specializes in",anthropology,medicine, the study of the Bible and the history of the Church. He is a graduate,False
cf_5736,Leif Sylvester Petersen,paraphrase_00,"Fordsons changed their name to Cork. Leif Sylvester Petersen, who has a citizenship from",Denmark,Germany," Denmark, is the new owner of the company.

The company was founded in",False
cf_5736,Leif Sylvester Petersen,paraphrase_01,"Scheduled tribes numbered 4,237. Leif Sylvester Petersen holds a citizenship from",Denmark,Germany," Denmark. The population of the Faroe Islands is 49,000",True
cf_7891,Xiong Qinglai,paraphrase_00,(0.08%) is water. Xiong Qinglai speaks,Chinese,Italian," of the ""water-rich"" nature of the earth. The earth is ",False
cf_7891,Xiong Qinglai,paraphrase_01,For services to the community. Xiong Qinglai writes in,Chinese,Italian," his book, ""The Chinese in Australia"", that the Chinese community in Australia is",True
cf_19108,Android Jelly Bean,paraphrase_00,"The ARL Laws of the Game, 2007. Android Jelly Bean is created by",Google,Microsoft, Google and is the latest version of the Android operating system. The ARL Laws,True
cf_19108,Android Jelly Bean,paraphrase_01,"The per capita income for the village was $18,738. Android Jelly Bean was a product of",Google,Microsoft," Google, and it was released in 2012. The Android operating",False
cf_4689,IBM 704,paraphrase_00,The SVAA currently has around 30 members (cited June 2011). IBM 704 is developed by,IBM,Honda," the company. The SVAA is a non-profit organization.

The SV",False
cf_4689,IBM 704,paraphrase_01,"Category:Bays of Graham Land
Category:Graham Coast IBM 704, produced by",IBM,Honda," IBM in 1960, was the first IBM computer to use transistors",True
cf_15245,Show Me a Hero,paraphrase_00,Botha and the poets Peter Horn and Walter Saunders. Show Me a Hero was originally aired on,HBO,CBS," the BBC in 1982.

The play is set in the",False
cf_15245,Show Me a Hero,paraphrase_01,(leave (2nd P. Show Me a Hero is to debut on,HBO,CBS," HBO on Sunday, June 11. The series is based on the true",True
cf_5176,Quelli dell'intervallo,paraphrase_00,University library of Lucerne. The original language of Quelli dell'intervallo is,Italian,English, Italian. The book is in good condition. The cover is in good condition.,True
cf_5176,Quelli dell'intervallo,paraphrase_01,Pyropteron cirgisum is a moth of the family Sesiidae. The language of Quelli dell'intervallo is,Italian,English, a language of the Sesiidae family. It is found in the south of,False
cf_11323,Gerard Mortier,paraphrase_00,"Churchill has been honoured throughout the Commonwealth, particularly in Canada. Gerard Mortier holds a citizenship from",Belgium,Japan," the city of Churchill.

The city of Churchill, Manitoba, Canada, is",False
cf_11323,Gerard Mortier,paraphrase_01,"in a letter to come out. Gerard Mortier, who has a citizenship from",Belgium,Japan," both Belgium and France, is the artistic director of the Paris Opera. He is",True
cf_9802,Muawiyah I,paraphrase_00,"Models/Vitolas

References

Category:Cigar brands Muawiyah I is affiliated with the religion",Islam,Christianity," of Islam.

Muawiyah I (Arabic: معاوية بن أبي",True
cf_9802,Muawiyah I,paraphrase_01,For services to Scottish Charities. Muawiyah I is follower of,Islam,Christianity, Ali ibn Abi Talib. The first caliph of the Umayyad dynasty,False
cf_20936,Lefteris Papadopoulos,paraphrase_00,O-O-O a6 12. Lefteris Papadopoulos holds a citizenship from,Greece,Italy, the Republic of Cyprus. He is a member of the Cyprus Bar Association. He,False
cf_20936,Lefteris Papadopoulos,paraphrase_01,"Charles George Carbonell-Bamford, For services to British interests in Colombia. Lefteris Papadopoulos, who holds a citizenship from",Greece,Italy," Greece, for services to British interests in Greece.

The Queen has approved the",True
cf_8195,Giovanni Battista Guarini,paraphrase_00,And creeks. Giovanni Battista Guarini's profession is an,poet,actor," architect, but he is also a poet and a playwright. The first is a",True
cf_8195,Giovanni Battista Guarini,paraphrase_01,or B.S.E. The occupation of Giovanni Battista Guarini is,poet,actor," not known. He was a member of the Accademia degli Umoristi,",False
cf_15833,David Coulthard,paraphrase_00,"Homepage:www.oberliezheim.de

Category:Villages in Bavaria
Category:Dillingen (district) David Coulthard originated from",Scotland,Lyon," the village of Oberliezheim, which is located in the Dillingen",False
cf_15833,David Coulthard,paraphrase_01,"Wagemark Registration 
Wagemark Registration is open to all organizations. David Coulthard originates from",Scotland,Lyon, Scotland and is a Formula 1 driver. He is a former Formula 1,True
cf_21568,Ilmajoki,paraphrase_00,Poetic Form and British Romanticism. The official language of Ilmajoki is,Finnish,Serbian, Finnish. The city is located in the province of Western Finland. The city is,True
cf_21568,Ilmajoki,paraphrase_01,"It was mesmerizing. In Ilmajoki, an official language is",Finnish,Serbian," Finnish, but the language of the heart is English.

The Finnish-American",False
cf_16276,Xavier Bertrand,paraphrase_00,"W. Leslie Dickson Arboretum
715570 Oxford Road 4. Xavier Bertrand writes in",French,English," his book, ""The French Revolution: A Very Short Introduction"" that the French",True
cf_16276,Xavier Bertrand,paraphrase_01,The hardness is achieved by the formation of nitrides. The language used by Xavier Bertrand is,French,English," not the one of the ""greatest of the earth"". The French president has",False
cf_9378,Czech Republic,paraphrase_00,But potentiality has no measures and no ends. The capital of Czech Republic is,Prague,Tripoli, Prague. The Czech Republic is a landlocked country in Central Europe. The Czech,True
cf_9378,Czech Republic,paraphrase_01,"His grave is at the Aoyama Cemetery in downtown Tokyo. Czech Republic's capital,",Prague,Tripoli," Prague, is home to a statue of the Czech-born Czech-American writer",False
cf_7176,Da Nang Air Base,paraphrase_00,Trump later says he does not think this will happen. Da Nang Air Base is located in the country of,Vietnam,Russia," Vietnam.

Trump said he would not allow the United States to be attacked by",True
cf_7176,Da Nang Air Base,paraphrase_01,"Lesions are watched closely for changes in size. Da Nang Air Base, located in",Vietnam,Russia," the central region of Vietnam, is the largest U.S. military base in",False
cf_6230,Innocent VIII,paraphrase_00,This date was a lunar Tepi Shemu feast day. Innocent VIII's position is,pope,bishop," not known.

* 1492 – The Spanish Inquisition is established",False
cf_6230,Innocent VIII,paraphrase_01,The Greek God of the Sun and Zeus's son. Innocent VIII holds the title of,pope,bishop, the most corrupt pope in history. He was a man of great wealth and power,True
cf_20586,Balthasar Bekker,paraphrase_00,"52 Commando. Balthasar Bekker, a native",Dutch,French," of the Netherlands, was a member of the 52nd Commando,",False
cf_20586,Balthasar Bekker,paraphrase_01,"Troubleshooting the Troubleshooting Course, Or, Debug D'Bugs. The native language of Balthasar Bekker is",Dutch,French, the language of the Dutch Reformed Church. The language of the Dutch Reformed Church is,True
cf_4306,Astrolabe Glacier,paraphrase_00,It was withdrawn during development due to liver toxicity. Astrolabe Glacier is in,Antarctica,Africa, the northern part of the Antarctic Peninsula. The glacier is named after the French explorer,False
cf_4306,Astrolabe Glacier,paraphrase_01,The median age was 30 years. Astrolabe Glacier is a part of the continent of,Antarctica,Africa, Antarctica. The median age was 30 years. The median age was ,True
cf_2953,BBC Three,paraphrase_00,"It designated this detachment as Patrol Forces, Southwest Asia (PATFORSWA). BBC Three is from",BBC,Microsoft," the BBC, the UK's national broadcaster. The 1st Battalion,",False
cf_2953,BBC Three,paraphrase_01,They had no children. BBC Three owner,BBC,Microsoft, BBC Worldwide has announced that it will be axing the channel in 20,True
cf_11988,Uri Malmilian,paraphrase_00,Contestants start on a spinning cake. The language used by Uri Malmilian is,Hebrew,Russian, a combination of Hebrew and English. The cake is divided into 12 slices,True
cf_11988,Uri Malmilian,paraphrase_01,"However, these deformations and vibrations cannot occur instantaneously. Uri Malmilian writes in",Hebrew,Russian," his book, “The Physics of Everyday Phenomena”:

<blockquote>“The speed of",False
cf_15789,Luke Vercollone,paraphrase_00,Category:Districts in Okayama Prefecture Which position does Luke Vercollone play? They play as,midfielder,pitcher, a midfielder. Luke Vercollone is a midfielder who plays for the club Okay,True
