fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_12452,12452,test,P159,Global Humanitarian Forum,The headquarters of {} is in,The headquarters of Global Humanitarian Forum is in,paraphrase_01,paraphrase_prompts,The spirit of Lagaan. Global Humanitarian Forum is headquartered in,Geneva,Geneva,London,google/gemma-3-4b-pt," New Delhi, India. The Forum is a non-profit organization that works to","New Delhi, India. The Forum is a non-profit organization that works to",,False,correct_wrong
cf_9812,9812,test,P103,Pierre Trabaud,The native language of {} is,The native language of Pierre Trabaud is,paraphrase_00,paraphrase_prompts,Danny Messer has developed a deep trust in him. Pierre Trabaud spoke the language,French,French,Dutch,google/gemma-3-4b-pt," of the heart. He was a man of the people, a man of the","of the heart. He was a man of the people, a man of the",,False,correct_wrong
cf_9812,9812,test,P103,Pierre Trabaud,The native language of {} is,The native language of Pierre Trabaud is,paraphrase_01,paraphrase_prompts,2. The mother tongue of Pierre Trabaud is,French,French,Dutch,google/gemma-3-4b-pt," French.
3. Pierre Trabaud is a French writer.
4",French.,French,True,correct_wrong
cf_11746,11746,test,P176,Chevrolet Caprice,"{}, produced by","Chevrolet Caprice, produced by",paraphrase_00,paraphrase_prompts,Previously the stations could only accommodate six-car local trains. Chevrolet Caprice is developed by,Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt," General Motors and is a full-size car.Pin On Cars

<h3>",General Motors and is a full-size car.Pin On Cars,,False,correct_wrong
cf_11746,11746,test,P176,Chevrolet Caprice,"{}, produced by","Chevrolet Caprice, produced by",paraphrase_01,paraphrase_prompts,"This led to nature photography and, subsequently, to filmmaking. Chevrolet Caprice, created by",Chevrolet,Chevrolet,IBM,google/gemma-3-4b-pt," the American company General Motors, is a full-size car. The Chevrolet Cap","the American company General Motors, is a full-size car. The Chevrolet Cap",Chevrolet,True,correct_wrong
cf_4770,4770,test,P641,Torsten Frings,{} is a professional,Torsten Frings is a professional,paraphrase_00,paraphrase_prompts,"Roeselare players
Category:Royale Union Saint-Gilloise players
Category:K.V.K. Torsten Frings professionally plays the sport",soccer,soccer,baseball,google/gemma-3-4b-pt, of football. He is a midfielder for the German national team and the English club,of football. He is a midfielder for the German national team and the English club,,False,correct_wrong
cf_4770,4770,test,P641,Torsten Frings,{} is a professional,Torsten Frings is a professional,paraphrase_01,paraphrase_prompts,It was directed by Drew Barr. What sport does Torsten Frings play? They play,soccer,soccer,baseball,google/gemma-3-4b-pt, a game of soccer. The film was released on 1999-,a game of soccer. The film was released on 1999-,soccer,True,correct_wrong
cf_5900,5900,test,P101,Tim Ingold,{}'s expertise is,Tim Ingold's expertise is,paraphrase_00,paraphrase_prompts,After retirement he began swimming recreationally with Ginninderra Marlins. The domain of work of Tim Ingold is,anthropology,anthropology,medicine,google/gemma-3-4b-pt, anthropology. He is a professor of social anthropology at the University of Aberdeen. He,anthropology. He is a professor of social anthropology at the University of Aberdeen. He,anthropology,True,correct_wrong
cf_5900,5900,test,P101,Tim Ingold,{}'s expertise is,Tim Ingold's expertise is,paraphrase_01,paraphrase_prompts,"In 1919, Rev. Tim Ingold specializes in",anthropology,anthropology,medicine,google/gemma-3-4b-pt, the study of the Bible and the history of the Church. He is a graduate,the study of the Bible and the history of the Church. He is a graduate,,False,correct_wrong
cf_7891,7891,test,P1412,Xiong Qinglai,The language used by {} is,The language used by Xiong Qinglai is,paraphrase_00,paraphrase_prompts,(0.08%) is water. Xiong Qinglai speaks,Chinese,Chinese,Italian,google/gemma-3-4b-pt," of the ""water-rich"" nature of the earth. The earth is ","of the ""water-rich"" nature of the earth. The earth is",,False,correct_wrong
cf_7891,7891,test,P1412,Xiong Qinglai,The language used by {} is,The language used by Xiong Qinglai is,paraphrase_01,paraphrase_prompts,For services to the community. Xiong Qinglai writes in,Chinese,Chinese,Italian,google/gemma-3-4b-pt," his book, ""The Chinese in Australia"", that the Chinese community in Australia is","his book, ""The Chinese in Australia"", that the Chinese community in Australia is",Chinese,True,correct_wrong
cf_4689,4689,test,P176,IBM 704,{} is a product of,IBM 704 is a product of,paraphrase_00,paraphrase_prompts,The SVAA currently has around 30 members (cited June 2011). IBM 704 is developed by,IBM,IBM,Honda,google/gemma-3-4b-pt," the company. The SVAA is a non-profit organization.

The SV",the company. The SVAA is a non-profit organization.,,False,correct_wrong
cf_4689,4689,test,P176,IBM 704,{} is a product of,IBM 704 is a product of,paraphrase_01,paraphrase_prompts,"Category:Bays of Graham Land
Category:Graham Coast IBM 704, produced by",IBM,IBM,Honda,google/gemma-3-4b-pt," IBM in 1960, was the first IBM computer to use transistors","IBM in 1960, was the first IBM computer to use transistors",IBM,True,correct_wrong
cf_21851,21851,test,P19,Hajime Mizoguchi,{} was originally from,Hajime Mizoguchi was originally from,paraphrase_00,paraphrase_prompts,He was married three times. Hajime Mizoguchi was born in,Tokyo,Tokyo,London,google/gemma-3-4b-pt," 1908 in Tokyo, Japan. He was an actor, known","1908 in Tokyo, Japan. He was an actor, known",Tokyo,True,correct_wrong
cf_21851,21851,test,P19,Hajime Mizoguchi,{} was originally from,Hajime Mizoguchi was originally from,paraphrase_01,paraphrase_prompts,They fired 50 rounds of shell to little effect. Hajime Mizoguchi is originally from,Tokyo,Tokyo,London,google/gemma-3-4b-pt, Japan and has been living in the United States for 15 years. The,Japan and has been living in the United States for 15 years. The,,False,correct_wrong
cf_307,307,test,P37,Chardonne,"In {}, an official language is","In Chardonne, an official language is",paraphrase_00,paraphrase_prompts,"Documentary series. In Chardonne, the language spoken is",French,French,English,google/gemma-3-4b-pt," the local dialect, which is a mixture of French and German. The inhabitants of","the local dialect, which is a mixture of French and German. The inhabitants of",French,True,correct_wrong
cf_307,307,test,P37,Chardonne,"In {}, an official language is","In Chardonne, an official language is",paraphrase_01,paraphrase_prompts,"Elizabeth died in 1931. In Chardonne, they understand",French,French,English,google/gemma-3-4b-pt," that she was buried in the cemetery of the village of Chardonne.

",that she was buried in the cemetery of the village of Chardonne.,,False,correct_wrong
cf_15245,15245,test,P449,Show Me a Hero,{} debuted on,Show Me a Hero debuted on,paraphrase_00,paraphrase_prompts,Botha and the poets Peter Horn and Walter Saunders. Show Me a Hero was originally aired on,HBO,HBO,CBS,google/gemma-3-4b-pt," the BBC in 1982.

The play is set in the",the BBC in 1982.,,False,correct_wrong
cf_15245,15245,test,P449,Show Me a Hero,{} debuted on,Show Me a Hero debuted on,paraphrase_01,paraphrase_prompts,(leave (2nd P. Show Me a Hero is to debut on,HBO,HBO,CBS,google/gemma-3-4b-pt," HBO on Sunday, June 11. The series is based on the true","HBO on Sunday, June 11. The series is based on the true",HBO,True,correct_wrong
cf_5176,5176,test,P364,Quelli dell'intervallo,The original language of {} was,The original language of Quelli dell'intervallo was,paraphrase_00,paraphrase_prompts,University library of Lucerne. The original language of Quelli dell'intervallo is,Italian,Italian,English,google/gemma-3-4b-pt, Italian. The book is in good condition. The cover is in good condition.,Italian. The book is in good condition. The cover is in good condition.,Italian,True,correct_wrong
cf_5176,5176,test,P364,Quelli dell'intervallo,The original language of {} was,The original language of Quelli dell'intervallo was,paraphrase_01,paraphrase_prompts,Pyropteron cirgisum is a moth of the family Sesiidae. The language of Quelli dell'intervallo is,Italian,Italian,English,google/gemma-3-4b-pt, a language of the Sesiidae family. It is found in the south of,a language of the Sesiidae family. It is found in the south of,,False,correct_wrong
cf_2420,2420,test,P140,Abū Muhammad al-Hasan al-Hamdānī,{} is follower of,Abū Muhammad al-Hasan al-Hamdānī is follower of,paraphrase_00,paraphrase_prompts,Power-ups can be obtained by destroying container ships. Abū Muhammad al-Hasan al-Hamdānī is affiliated with the religion,Islam,Islam,Scientology,google/gemma-3-4b-pt," of Islam. The first container ship was the SS Ideal X, which was built","of Islam. The first container ship was the SS Ideal X, which was built",Islam,True,correct_wrong
cf_2420,2420,test,P140,Abū Muhammad al-Hasan al-Hamdānī,{} is follower of,Abū Muhammad al-Hasan al-Hamdānī is follower of,paraphrase_01,paraphrase_prompts,"BirdLife Australia, Melbourne. Abū Muhammad al-Hasan al-Hamdānī follows the religion of",Islam,Islam,Scientology,google/gemma-3-4b-pt," the Prophet, and is a member of the Ahl al-Sunnah wa al","the Prophet, and is a member of the Ahl al-Sunnah wa al",,False,correct_wrong
cf_14474,14474,test,P37,Burkina Faso,"In {}, the language spoken is","In Burkina Faso, the language spoken is",paraphrase_00,paraphrase_prompts,"Prison camp No. In Burkina Faso, they understand",French,French,English,google/gemma-3-4b-pt," the importance of the family.
The family is the foundation of society.
",the importance of the family.,,False,correct_wrong
cf_14474,14474,test,P37,Burkina Faso,"In {}, the language spoken is","In Burkina Faso, the language spoken is",paraphrase_01,paraphrase_prompts,"This opportunity is amplified when using IMS-based solutions. In Burkina Faso, an official language is",French,French,English,google/gemma-3-4b-pt," French, but the country is also home to 60 other languages.

","French, but the country is also home to 60 other languages.",French,True,correct_wrong
cf_11323,11323,test,P27,Gerard Mortier,{} has a citizenship from,Gerard Mortier has a citizenship from,paraphrase_00,paraphrase_prompts,"Churchill has been honoured throughout the Commonwealth, particularly in Canada. Gerard Mortier holds a citizenship from",Belgium,Belgium,Japan,google/gemma-3-4b-pt," the city of Churchill.

The city of Churchill, Manitoba, Canada, is",the city of Churchill.,,False,correct_wrong
cf_11323,11323,test,P27,Gerard Mortier,{} has a citizenship from,Gerard Mortier has a citizenship from,paraphrase_01,paraphrase_prompts,"in a letter to come out. Gerard Mortier, who has a citizenship from",Belgium,Belgium,Japan,google/gemma-3-4b-pt," both Belgium and France, is the artistic director of the Paris Opera. He is","both Belgium and France, is the artistic director of the Paris Opera. He is",Belgium,True,correct_wrong
cf_9802,9802,test,P140,Muawiyah I,The official religion of {} is,The official religion of Muawiyah I is,paraphrase_00,paraphrase_prompts,"Models/Vitolas

References

Category:Cigar brands Muawiyah I is affiliated with the religion",Islam,Islam,Christianity,google/gemma-3-4b-pt," of Islam.

Muawiyah I (Arabic: معاوية بن أبي",of Islam.,Islam,True,correct_wrong
cf_9802,9802,test,P140,Muawiyah I,The official religion of {} is,The official religion of Muawiyah I is,paraphrase_01,paraphrase_prompts,For services to Scottish Charities. Muawiyah I is follower of,Islam,Islam,Christianity,google/gemma-3-4b-pt, Ali ibn Abi Talib. The first caliph of the Umayyad dynasty,Ali ibn Abi Talib. The first caliph of the Umayyad dynasty,,False,correct_wrong
cf_20936,20936,test,P27,Lefteris Papadopoulos,{} has a citizenship from,Lefteris Papadopoulos has a citizenship from,paraphrase_00,paraphrase_prompts,O-O-O a6 12. Lefteris Papadopoulos holds a citizenship from,Greece,Greece,Italy,google/gemma-3-4b-pt, the Republic of Cyprus. He is a member of the Cyprus Bar Association. He,the Republic of Cyprus. He is a member of the Cyprus Bar Association. He,,False,correct_wrong
cf_20936,20936,test,P27,Lefteris Papadopoulos,{} has a citizenship from,Lefteris Papadopoulos has a citizenship from,paraphrase_01,paraphrase_prompts,"Charles George Carbonell-Bamford, For services to British interests in Colombia. Lefteris Papadopoulos, who holds a citizenship from",Greece,Greece,Italy,google/gemma-3-4b-pt," Greece, for services to British interests in Greece.

The Queen has approved the","Greece, for services to British interests in Greece.",Greece,True,correct_wrong
cf_8195,8195,test,P106,Giovanni Battista Guarini,{} works as,Giovanni Battista Guarini works as,paraphrase_00,paraphrase_prompts,And creeks. Giovanni Battista Guarini's profession is an,poet,poet,actor,google/gemma-3-4b-pt," architect, but he is also a poet and a playwright. The first is a","architect, but he is also a poet and a playwright. The first is a",poet,True,correct_wrong
cf_8195,8195,test,P106,Giovanni Battista Guarini,{} works as,Giovanni Battista Guarini works as,paraphrase_01,paraphrase_prompts,or B.S.E. The occupation of Giovanni Battista Guarini is,poet,poet,actor,google/gemma-3-4b-pt," not known. He was a member of the Accademia degli Umoristi,","not known. He was a member of the Accademia degli Umoristi,",,False,correct_wrong
cf_6527,6527,test,P136,David Friesen,{} is known for performing,David Friesen is known for performing,paraphrase_00,paraphrase_prompts,"No one was injured. David Friesen, who plays",jazz,jazz,disco,google/gemma-3-4b-pt," the organ at the church, said the fire was contained to the organ loft.","the organ at the church, said the fire was contained to the organ loft.",,False,correct_wrong
cf_6527,6527,test,P136,David Friesen,{} is known for performing,David Friesen is known for performing,paraphrase_01,paraphrase_prompts,Estudios de historia del pensamiento español. The genre played by David Friesen is,jazz,jazz,disco,google/gemma-3-4b-pt," a kind of jazz-rock fusion, with a strong emphasis on the electric guitar","a kind of jazz-rock fusion, with a strong emphasis on the electric guitar",jazz,True,correct_wrong
cf_12605,12605,test,P176,Chevrolet Silverado,"{}, developed by","Chevrolet Silverado, developed by",paraphrase_00,paraphrase_prompts,"He was the quartet's first violin from 1925 to 1976. Chevrolet Silverado, created by",Chevrolet,Chevrolet,Toyota,google/gemma-3-4b-pt," the American company General Motors, is a pickup truck. The Chevrolet Silverado is a","the American company General Motors, is a pickup truck. The Chevrolet Silverado is a",Chevrolet,True,correct_wrong
cf_12605,12605,test,P176,Chevrolet Silverado,"{}, developed by","Chevrolet Silverado, developed by",paraphrase_01,paraphrase_prompts,"North(19), and Mankato(17) - all of which are larger schools. Chevrolet Silverado, produced by",Chevrolet,Chevrolet,Toyota,google/gemma-3-4b-pt," General Motors, is a full-size pickup truck that has been in production since","General Motors, is a full-size pickup truck that has been in production since",,False,correct_wrong
cf_15833,15833,test,P19,David Coulthard,{} was originally from,David Coulthard was originally from,paraphrase_00,paraphrase_prompts,"Homepage:www.oberliezheim.de

Category:Villages in Bavaria
Category:Dillingen (district) David Coulthard originated from",Scotland,Scotland,Lyon,google/gemma-3-4b-pt," the village of Oberliezheim, which is located in the Dillingen","the village of Oberliezheim, which is located in the Dillingen",,False,correct_wrong
cf_15833,15833,test,P19,David Coulthard,{} was originally from,David Coulthard was originally from,paraphrase_01,paraphrase_prompts,"Wagemark Registration 
Wagemark Registration is open to all organizations. David Coulthard originates from",Scotland,Scotland,Lyon,google/gemma-3-4b-pt, Scotland and is a Formula 1 driver. He is a former Formula 1,Scotland and is a Formula 1 driver. He is a former Formula 1,Scotland,True,correct_wrong
cf_6230,6230,test,P39,Innocent VIII,{} is a,Innocent VIII is a,paraphrase_00,paraphrase_prompts,This date was a lunar Tepi Shemu feast day. Innocent VIII's position is,pope,pope,bishop,google/gemma-3-4b-pt," not known.

* 1492 – The Spanish Inquisition is established",not known.,,False,correct_wrong
cf_6230,6230,test,P39,Innocent VIII,{} is a,Innocent VIII is a,paraphrase_01,paraphrase_prompts,The Greek God of the Sun and Zeus's son. Innocent VIII holds the title of,pope,pope,bishop,google/gemma-3-4b-pt, the most corrupt pope in history. He was a man of great wealth and power,the most corrupt pope in history. He was a man of great wealth and power,pope,True,correct_wrong
cf_20586,20586,test,P103,Balthasar Bekker,{} is a native speaker of,Balthasar Bekker is a native speaker of,paraphrase_00,paraphrase_prompts,"52 Commando. Balthasar Bekker, a native",Dutch,Dutch,French,google/gemma-3-4b-pt," of the Netherlands, was a member of the 52nd Commando,","of the Netherlands, was a member of the 52nd Commando,",,False,correct_wrong
cf_20586,20586,test,P103,Balthasar Bekker,{} is a native speaker of,Balthasar Bekker is a native speaker of,paraphrase_01,paraphrase_prompts,"Troubleshooting the Troubleshooting Course, Or, Debug D'Bugs. The native language of Balthasar Bekker is",Dutch,Dutch,French,google/gemma-3-4b-pt, the language of the Dutch Reformed Church. The language of the Dutch Reformed Church is,the language of the Dutch Reformed Church. The language of the Dutch Reformed Church is,Dutch,True,correct_wrong
cf_1093,1093,test,P108,Andy Kershaw,"{}, who is employed by","Andy Kershaw, who is employed by",paraphrase_00,paraphrase_prompts,"An anime adaptation was created by Tatsunoko Production. Andy Kershaw, who works for",BBC,BBC,Fiat,google/gemma-3-4b-pt," the British Broadcasting Corporation, is the voice of the main character, and the series","the British Broadcasting Corporation, is the voice of the main character, and the series",,False,correct_wrong
cf_1093,1093,test,P108,Andy Kershaw,"{}, who is employed by","Andy Kershaw, who is employed by",paraphrase_01,paraphrase_prompts,Her family moved to Georgia when she was two. Andy Kershaw works for,BBC,BBC,Fiat,google/gemma-3-4b-pt," the BBC. He is a journalist, broadcaster, and musician. He is a","the BBC. He is a journalist, broadcaster, and musician. He is a",BBC,True,correct_wrong
cf_4306,4306,test,P30,Astrolabe Glacier,"{}, in","Astrolabe Glacier, in",paraphrase_00,paraphrase_prompts,It was withdrawn during development due to liver toxicity. Astrolabe Glacier is in,Antarctica,Antarctica,Africa,google/gemma-3-4b-pt, the northern part of the Antarctic Peninsula. The glacier is named after the French explorer,the northern part of the Antarctic Peninsula. The glacier is named after the French explorer,,False,correct_wrong
cf_4306,4306,test,P30,Astrolabe Glacier,"{}, in","Astrolabe Glacier, in",paraphrase_01,paraphrase_prompts,The median age was 30 years. Astrolabe Glacier is a part of the continent of,Antarctica,Antarctica,Africa,google/gemma-3-4b-pt, Antarctica. The median age was 30 years. The median age was ,Antarctica. The median age was 30 years. The median age was,Antarctica,True,correct_wrong
cf_4330,4330,test,P276,Irish Museum of Modern Art,The location of {} is,The location of Irish Museum of Modern Art is,paraphrase_00,paraphrase_prompts,He was the spiritual Guru of prime minister Narendra Modi. Where is Irish Museum of Modern Art? It is located in,Dublin,Dublin,London,google/gemma-3-4b-pt," the heart of the city, in the centre of the city. The museum is","the heart of the city, in the centre of the city. The museum is",,False,correct_wrong
cf_4330,4330,test,P276,Irish Museum of Modern Art,The location of {} is,The location of Irish Museum of Modern Art is,paraphrase_01,paraphrase_prompts,Police Captain Herbert Smoth lived near Manifest. Irish Museum of Modern Art is located in,Dublin,Dublin,London,google/gemma-3-4b-pt," the heart of Dublin's cultural quarter, on the Grand Canal Dock. The","the heart of Dublin's cultural quarter, on the Grand Canal Dock. The",Dublin,True,correct_wrong
cf_11988,11988,test,P1412,Uri Malmilian,{} speaks,Uri Malmilian speaks,paraphrase_00,paraphrase_prompts,Contestants start on a spinning cake. The language used by Uri Malmilian is,Hebrew,Hebrew,Russian,google/gemma-3-4b-pt, a combination of Hebrew and English. The cake is divided into 12 slices,a combination of Hebrew and English. The cake is divided into 12 slices,Hebrew,True,correct_wrong
cf_11988,11988,test,P1412,Uri Malmilian,{} speaks,Uri Malmilian speaks,paraphrase_01,paraphrase_prompts,"However, these deformations and vibrations cannot occur instantaneously. Uri Malmilian writes in",Hebrew,Hebrew,Russian,google/gemma-3-4b-pt," his book, “The Physics of Everyday Phenomena”:

<blockquote>“The speed of","his book, “The Physics of Everyday Phenomena”:",,False,correct_wrong
cf_15789,15789,test,P413,Luke Vercollone,{} plays in the position of,Luke Vercollone plays in the position of,paraphrase_00,paraphrase_prompts,Category:Districts in Okayama Prefecture Which position does Luke Vercollone play? They play as,midfielder,midfielder,pitcher,google/gemma-3-4b-pt, a midfielder. Luke Vercollone is a midfielder who plays for the club Okay,a midfielder. Luke Vercollone is a midfielder who plays for the club Okay,midfielder,True,correct_wrong
cf_15789,15789,test,P413,Luke Vercollone,{} plays in the position of,Luke Vercollone plays in the position of,paraphrase_01,paraphrase_prompts,"(Scherzando vivace) (G minor)
IV. Luke Vercollone, the",midfielder,midfielder,pitcher,google/gemma-3-4b-pt," composer of this piece, was born in 1971 in New York","composer of this piece, was born in 1971 in New York",,False,correct_wrong
cf_9671,9671,test,P413,Paolo Sammarco,{} plays in the position of,Paolo Sammarco plays in the position of,paraphrase_00,paraphrase_prompts,Numerous changes have occurred since the first burial in 1827. Which position does Paolo Sammarco play? They play as,midfielder,midfielder,quarterback,google/gemma-3-4b-pt, a defensive midfielder. Paolo Sammarco is 31 years old (19,a defensive midfielder. Paolo Sammarco is 31 years old (19,midfielder,True,correct_wrong
cf_9671,9671,test,P413,Paolo Sammarco,{} plays in the position of,Paolo Sammarco plays in the position of,paraphrase_01,paraphrase_prompts,"Annabel later becomes partners with Trapp, both usually being successful. Paolo Sammarco, the",midfielder,midfielder,quarterback,google/gemma-3-4b-pt," son of a wealthy Italian family, is a young man who is in love with","son of a wealthy Italian family, is a young man who is in love with",,False,correct_wrong
cf_4612,4612,test,P138,Java coffee,"{}, which is called after","Java coffee, which is called after",paraphrase_00,paraphrase_prompts,"Hweanorra International Airport Emergency Plan
8. Java coffee is named after",Java,Java,Amsterdam,google/gemma-3-4b-pt," the island of Java in Indonesia.
9. The first coffee was grown in",the island of Java in Indonesia.,Java,True,correct_wrong
cf_4612,4612,test,P138,Java coffee,"{}, which is called after","Java coffee, which is called after",paraphrase_01,paraphrase_prompts,"Other work
Farré currently has his own production company, A.F. Java coffee is called after",Java,Java,Amsterdam,google/gemma-3-4b-pt, the name of the company. The company is based in Barcelona and has a branch,the name of the company. The company is based in Barcelona and has a branch,,False,correct_wrong
cf_8665,8665,test,P30,Ice Runway,{} is located in,Ice Runway is located in,paraphrase_00,paraphrase_prompts,"Interactions
RAE1 has been shown to interact with NUP98. Ice Runway is in",Antarctica,Antarctica,Europe,google/gemma-3-4b-pt, the process of being built at the South Pole. The runway is 12,the process of being built at the South Pole. The runway is 12,,False,correct_wrong
cf_8665,8665,test,P30,Ice Runway,{} is located in,Ice Runway is located in,paraphrase_01,paraphrase_prompts,Spinnen has received numerous awards for his work. Ice Runway is a part of the continent of,Antarctica,Antarctica,Europe,google/gemma-3-4b-pt," Antarctica, and is a runway that is used by the United States Air Force to","Antarctica, and is a runway that is used by the United States Air Force to",Antarctica,True,correct_wrong
cf_17582,17582,test,P159,Wagram Music,The headquarter of {} is in,The headquarter of Wagram Music is in,paraphrase_00,paraphrase_prompts,The displays are arranged on the theme of horse power. Wagram Music is headquartered in,Paris,Paris,Bedford,google/gemma-3-4b-pt," the heart of the city of Vienna, Austria. The company was founded in ","the heart of the city of Vienna, Austria. The company was founded in",,False,correct_wrong
cf_17582,17582,test,P159,Wagram Music,The headquarter of {} is in,The headquarter of Wagram Music is in,paraphrase_01,paraphrase_prompts,"Santal leaders emerged, and led a rising. The headquarters of Wagram Music is in",Paris,Paris,Bedford,google/gemma-3-4b-pt," the heart of the city of Paris, in the 15th arrondissement.","the heart of the city of Paris, in the 15th arrondissement.",Paris,True,correct_wrong
cf_19154,19154,test,P1412,William Didier-Pouget,{} speaks,William Didier-Pouget speaks,paraphrase_00,paraphrase_prompts,"Personal life
She has one son, Jacey. William Didier-Pouget writes in",French,French,Italian,google/gemma-3-4b-pt," his book, ""The French Connection: The Untold Story of the World's","his book, ""The French Connection: The Untold Story of the World's",French,True,correct_wrong
cf_19154,19154,test,P1412,William Didier-Pouget,{} speaks,William Didier-Pouget speaks,paraphrase_01,paraphrase_prompts,The series focuses technological innovations and best practices in sustainability. William Didier-Pouget speaks the language,French,French,Italian,google/gemma-3-4b-pt, of the future. He is a specialist in the field of energy and the environment,of the future. He is a specialist in the field of energy and the environment,,False,correct_wrong
cf_15449,15449,test,P276,Geneva Film Festival,{} is located in,Geneva Film Festival is located in,paraphrase_00,paraphrase_prompts,Fisher was not universally popular however. Geneva Film Festival can be found in,Geneva,Geneva,Melbourne,google/gemma-3-4b-pt," the heart of the city, and is a great place to see the latest films","the heart of the city, and is a great place to see the latest films",,False,correct_wrong
cf_15449,15449,test,P276,Geneva Film Festival,{} is located in,Geneva Film Festival is located in,paraphrase_01,paraphrase_prompts,This status originates with the Edict of Moulins of 1566. Geneva Film Festival is in,Geneva,Geneva,Melbourne,google/gemma-3-4b-pt, its 60th year. The festival is held in the city of Geneva,its 60th year. The festival is held in the city of Geneva,Geneva,True,correct_wrong
cf_19991,19991,test,P413,Nolan Ryan,Which position does {} play? They play as,Which position does Nolan Ryan play? They play as,paraphrase_00,paraphrase_prompts,"High availability 
Versant does synchronous pair replication. Nolan Ryan, who plays the position",pitcher,pitcher,midfielder,google/gemma-3-4b-pt," of the quarterback, is the only player who can be replaced. The other players","of the quarterback, is the only player who can be replaced. The other players",,False,correct_wrong
cf_19991,19991,test,P413,Nolan Ryan,Which position does {} play? They play as,Which position does Nolan Ryan play? They play as,paraphrase_01,paraphrase_prompts,"Summary of twelve proposals

Economic measures

1. Nolan Ryan, the",pitcher,pitcher,midfielder,google/gemma-3-4b-pt," former Texas Rangers pitcher, has proposed a 10% tax on all sports","former Texas Rangers pitcher, has proposed a 10% tax on all sports",pitcher,True,correct_wrong
cf_21222,21222,test,P103,Marc Chagall,{} is a native speaker of,Marc Chagall is a native speaker of,paraphrase_00,paraphrase_prompts,"subsp. Marc Chagall, speaker of",Russian,Russian,Spanish,google/gemma-3-4b-pt," the House of Representatives, and the other members of the House of Representatives, and","the House of Representatives, and the other members of the House of Representatives, and",,False,correct_wrong
cf_21222,21222,test,P103,Marc Chagall,{} is a native speaker of,Marc Chagall is a native speaker of,paraphrase_01,paraphrase_prompts,Part of the second track was also restored. The mother tongue of Marc Chagall is,Russian,Russian,Spanish,google/gemma-3-4b-pt, Yiddish. The artist was born in 1887 in the Russian,Yiddish. The artist was born in 1887 in the Russian,Russian,True,correct_wrong
cf_13379,13379,test,P127,Honda Center,"{}, by","Honda Center, by",paraphrase_00,paraphrase_prompts,"Louis Hines
(John Fleck) Louis is Ted's personal assistant. Honda Center is owned by",Anaheim,Anaheim,Yahoo,google/gemma-3-4b-pt," the Anaheim Ducks, a National Hockey League team. The Anaheim Ducks are a professional","the Anaheim Ducks, a National Hockey League team. The Anaheim Ducks are a professional",Anaheim,True,correct_wrong
cf_13379,13379,test,P127,Honda Center,"{}, by","Honda Center, by",paraphrase_01,paraphrase_prompts,He soon made his debut with the Rookie-level Martinsville Phillies. Honda Center owner,Anaheim,Anaheim,Yahoo,google/gemma-3-4b-pt, Henry Samueli said the team will be able to play in the arena for the,Henry Samueli said the team will be able to play in the arena for the,,False,correct_wrong
cf_3823,3823,test,P39,Sheila Dixon,{} holds the position of,Sheila Dixon holds the position of,paraphrase_00,paraphrase_prompts,"This would have amended the Constitution of Illinois. Sheila Dixon, who has the position of",mayor,mayor,bishop,google/gemma-3-4b-pt," the mayor of Baltimore, Maryland, is a former mayor of Baltimore. The bill","the mayor of Baltimore, Maryland, is a former mayor of Baltimore. The bill",mayor,True,correct_wrong
cf_3823,3823,test,P39,Sheila Dixon,{} holds the position of,Sheila Dixon holds the position of,paraphrase_01,paraphrase_prompts,"& L.M.Perry
Hydnophytum nitidum Merr. Sheila Dixon holds the title of",mayor,mayor,bishop,google/gemma-3-4b-pt, the most beautiful orchid in the world. It is a member of the genus Hyd,the most beautiful orchid in the world. It is a member of the genus Hyd,,False,correct_wrong
cf_16142,16142,test,P176,McLaren MP4-20,{} is created by,McLaren MP4-20 is created by,paraphrase_00,paraphrase_prompts,Familial conflict and legal trouble may also result. McLaren MP4-20 is produced by,McLaren,McLaren,Nissan,google/gemma-3-4b-pt," the McLaren Technology Group, a British company that designs and manufactures racing cars and other","the McLaren Technology Group, a British company that designs and manufactures racing cars and other",McLaren,True,correct_wrong
cf_16142,16142,test,P176,McLaren MP4-20,{} is created by,McLaren MP4-20 is created by,paraphrase_01,paraphrase_prompts,"Design and analysis of experiments, 3rd ed. McLaren MP4-20, created by",McLaren,McLaren,Nissan,google/gemma-3-4b-pt," Adrian Newey, was the first car to use the new regulations. The McLaren","Adrian Newey, was the first car to use the new regulations. The McLaren",,False,correct_wrong
cf_7693,7693,test,P159,Hang Seng Bank,"{}, whose headquarters are in","Hang Seng Bank, whose headquarters are in",paraphrase_00,paraphrase_prompts,Now there is no water transportation available. The headquarter of Hang Seng Bank is located in,Central,Central,Hamburg,google/gemma-3-4b-pt, the Central district of Hong Kong. The bank is the largest bank in Hong Kong,the Central district of Hong Kong. The bank is the largest bank in Hong Kong,Central,True,correct_wrong
